date,open,high,low,close,volume
2006/12/21,2494.54,2509.69,2460.15,2463.34,8230.49
2006/12/22,2454.26,2488.49,2441.26,2464.21,6983.38
2006/12/25,2471.07,2579.23,2471.07,2561.66,7330.64
2006/12/26,2563.86,2635.68,2550.29,2608.19,7158.28
2006/12/27,2606.43,2670.34,2588.36,2667.93,7123.28
2006/12/28,2670.61,2747.64,2661.47,2701.09,7769.98
2006/12/29,2719.97,2839.92,2719.97,2815.13,8590.54
2007/1/4,2870.87,2997.05,2824.82,2857.58,11881.36
2007/1/5,2807.66,2825.83,2753.12,2778.46,10500.56
2007/1/8,2757.02,2848.92,2756.51,2847.6,10521.45
2007/1/9,2851.64,2955.59,2830.75,2953.92,10928.18
2007/1/10,2986.02,2989.76,2914.97,2972.32,11021.93
2007/1/11,2965.34,2986.8,2905.36,2912.01,11895.08
2007/1/12,2885.72,2923.19,2786.75,2803.06,10393.97
2007/1/15,2794.41,2936.21,2792.98,2935.54,8913.27
2007/1/16,2960.46,2973.01,2897.47,2963.86,10748.43
2007/1/17,2971.73,3016.12,2881.87,2920.08,12483.09
2007/1/18,2901.59,2925.74,2815.53,2896.34,11006.48
2007/1/19,2901.35,2976.2,2901.35,2974.88,11991.79
2007/1/22,3001.82,3082.28,3001.82,3080.75,13640.61
2007/1/23,3113.92,3120.26,2995.59,3097.57,14046.58
2007/1/24,3104.17,3145.46,3075.02,3125.38,12022.59
2007/1/25,3095.22,3096.08,2998.2,3001.9,11531.27
2007/1/26,2948.08,3053.17,2858.66,3028.36,10754.07
2007/1/29,3043.99,3104.02,3032,3094.31,11053.96
2007/1/30,3109.25,3131.64,3048.76,3079.24,11073.36
2007/1/31,3074.73,3078.47,2907.18,2927.83,11279.72
2007/2/1,2884.18,2943.93,2843.68,2926.77,9203.06
2007/2/2,2933.17,2938.41,2801.65,2808.34,8434.58
2007/2/5,2792.54,2807.45,2742.1,2744.04,6845.54
2007/2/6,2744.37,2810.67,2668.33,2809.24,8478.95
2007/2/7,2823.07,2882.93,2815.4,2851.99,9357.39
2007/2/8,2861.49,2888.58,2825.64,2874.41,8717.98
2007/2/9,2878.35,2885.18,2839.43,2866.65,7984.25
2007/2/12,2866.08,2947.85,2864.97,2947.5,7798.84
2007/2/13,2960.14,2976.88,2941.2,2973.43,7784.67
2007/2/14,2978.67,3060.88,2964.42,3050.4,9251.85
2007/2/15,3069.94,3144.64,3069.94,3142.94,10724.4
2007/2/16,3169.52,3188.63,3124.86,3148.79,11628.84
2007/2/26,3149.42,3193.97,3109.13,3193.2,11057.52
2007/2/27,3201.89,3202.86,2901.83,2910.76,15914.48
2007/2/28,2871.9,3033.9,2870.31,3025.75,11960.97
2007/3/1,3021.72,3022.94,2899.54,2937.76,12586.58
2007/3/2,2933.54,2989.39,2917.32,2973.96,9294.72
2007/3/5,2970.39,3002.9,2861.18,2926.6,10511.5
2007/3/6,2917.45,3011.94,2896.8,2984.44,7612.94
2007/3/7,2996.44,3058.72,2994.02,3043.17,8682.31
2007/3/8,3050.98,3077.05,3016.64,3076.24,8829.55
2007/3/9,3083.04,3112.85,3038.46,3087.02,10642.24
2007/3/12,3095.49,3108.56,3052.11,3104.68,10087.63
2007/3/13,3108.01,3116.51,3080.71,3115.04,10629.24
2007/3/14,3082.53,3083.17,3014.14,3053.58,11275.49
2007/3/15,3053.13,3105.19,3053.13,3101.24,10093.41
2007/3/16,3114.34,3130.87,3046.02,3079.09,12166.67
2007/3/19,3009.69,3192.55,2997.79,3167.72,10912.59
2007/3/20,3178.7,3186.91,3150.86,3186.04,9184.71
2007/3/21,3196.49,3212.76,3174.2,3212.42,9840.59
2007/3/22,3236.92,3257.12,3214.5,3227.02,12507.87
2007/3/23,3227.69,3241.92,3160.7,3230.27,11759.04
2007/3/26,3240.47,3281.83,3225.16,3281.44,12166.38
2007/3/27,3284.86,3304.91,3261.37,3298.34,12368.94
2007/3/28,3300.31,3342.3,3207.19,3334.57,16614.96
2007/3/29,3341.84,3441.19,3338.31,3360.82,14877.22
2007/3/30,3340.75,3376.36,3318.09,3346.35,8883.56
2007/4/2,3359.73,3419.61,3359.73,3418.73,9678.9
2007/4/3,3432.56,3460.81,3417.55,3459.46,10777.19
2007/4/4,3464.4,3477.1,3433.21,3459.51,11178.95
2007/4/5,3453.67,3496.64,3425.68,3488.36,11340.96
2007/4/6,3455.25,3504.14,3440.68,3492.96,11854.69
2007/4/9,3503.34,3573.01,3503.17,3572.41,13618.05
2007/4/10,3579.04,3620.38,3522.02,3620.3,14674.83
2007/4/11,3631.06,3676.8,3604.36,3674.37,14661.21
2007/4/12,3683.03,3714.2,3666.95,3712.22,13440.25
2007/4/13,3718.78,3746.55,3683.58,3698.45,14931.32
2007/4/16,3703.78,3781.42,3703.78,3780.61,12977.11
2007/4/17,3796.58,3808.3,3689.67,3796.37,15877.92
2007/4/18,3799.28,3808.66,3745.84,3796.69,14892.05
2007/4/19,3794.22,3802.13,3529.92,3624.9,17106.77
2007/4/20,3637.43,3774.47,3637.43,3766.84,13724.7
2007/4/23,3800,3899.95,3800,3899.95,16178.47
2007/4/24,3926.64,3954.37,3877.19,3910.39,17255.51
2007/4/25,3897.79,3961.52,3840.26,3934.96,15015.02
2007/4/26,3958.59,3977.78,3922.74,3975.68,11568.16
2007/4/27,3981.65,3996.35,3909.56,3950.84,13041.57
2007/4/30,3976.62,4045.77,3949.45,4035.09,14377.89
2007/5/8,4136.51,4163.03,4096.69,4147.46,15800.92
2007/5/9,4157.23,4214.1,4069.08,4212.04,20265.49
2007/5/10,4220.33,4273.09,4188.68,4249.72,16684.41
2007/5/11,4222.99,4237.57,4143.08,4218.73,13596.45
2007/5/14,4164.6,4278.53,4132.73,4241.44,13544.52
2007/5/15,4249.79,4263.07,4077.78,4086.45,14932.28
2007/5/16,4077.75,4177.31,4029.89,4175.87,12523.25
2007/5/17,4192.14,4255.35,4171.21,4238.42,13343.01
2007/5/18,4230.3,4241.46,4186.61,4218.92,12460.45
2007/5/21,4085.69,4273.87,4075.92,4262.7,15000.06
2007/5/22,4282.07,4329.68,4279.91,4306.12,16524.55
2007/5/23,4323.1,4377.01,4291.68,4375.18,15502.84
2007/5/24,4391.82,4413.6,4289.66,4354.44,17673.56
2007/5/25,4337.21,4393.75,4314.34,4381.57,14609.75
2007/5/28,4424.15,4489.4,4417.08,4476.67,17250.74
2007/5/29,4493.99,4545.58,4468.26,4544.48,16725.93
2007/5/30,4286.33,4483.07,4210.31,4250,18220.45
2007/5/31,4202.06,4381.42,4046.71,4309.97,16822.07
2007/6/1,4321.71,4386.34,4161.7,4197.08,15743.65
2007/6/4,4176.88,4182.01,3838.41,3850.38,11143.97
2007/6/5,3739.36,3951.43,3570.77,3949.89,15204.02
2007/6/6,3964.51,4006.43,3861.36,3959.64,14107.72
2007/6/7,3971.65,4080.91,3963.17,4080.27,13956.19
2007/6/8,4089.96,4127.54,4039.4,4103.75,13344.22
2007/6/11,4133.85,4196.07,4122,4191.1,13149.36
2007/6/12,4207.84,4272.28,4101.73,4271.16,14695.54
2007/6/13,4311.65,4397.54,4302.31,4379.76,16315.87
2007/6/14,4364.56,4383.08,4284.8,4315.71,13560.75
2007/6/15,4284.78,4355.25,4265.58,4334.59,10705.02
2007/6/18,4400.43,4476.58,4397.93,4461.62,12740.85
2007/6/19,4455.81,4490.67,4415.84,4478.7,12328.61
2007/6/20,4478.62,4523.28,4368.07,4385.97,13345.52
2007/6/21,4375.18,4466.01,4350.75,4439.11,11086.76
2007/6/22,4439.48,4459.18,4223.59,4293.71,11741.68
2007/6/25,4305.99,4335.6,4106.52,4136.61,9999.77
2007/6/26,4055,4171.98,4008.01,4169.01,9142.13
2007/6/27,4182.06,4292.97,4143.31,4280.41,9375.65
2007/6/28,4282.23,4316.94,4106.74,4108.22,9657.47
2007/6/29,4013.85,4113.7,3967.26,4009.97,8463.12
2007/7/2,3988.64,4051.33,3909.36,4027.06,7288.34
2007/7/3,4046.4,4100.84,4011.44,4093.34,6862.3
2007/7/4,4099.9,4110.87,3988.45,4005.2,5558.34
2007/7/5,3956.16,3965.6,3792.98,3794.38,6213.87
2007/7/6,3777.61,3972.3,3739.5,3968.13,7898.01
2007/7/9,3997.91,4093.58,3969.51,4074.95,8186.37
2007/7/10,4088.26,4123.92,4031.88,4043.64,7536.06
2007/7/11,4027.82,4071.17,4000.71,4057.03,5052.35
2007/7/12,4065.76,4118.1,4051.62,4107.83,5233.96
2007/7/13,4112.62,4128.28,4068.3,4106.21,4441.87
2007/7/16,4112.8,4124.54,4008.11,4009.54,4632.38
2007/7/17,3996.6,4112.16,3951.96,4087.51,4770.5
2007/7/18,4071.3,4166.68,4051.34,4123.32,6177.35
2007/7/19,4111.12,4141.28,4078.42,4105.07,4808.61
2007/7/20,4110.89,4261.51,4110.89,4258.09,8146.32
2007/7/23,4292.22,4427.43,4292.22,4419.95,11946.17
2007/7/24,4445.95,4494.66,4398.04,4416.84,10888.95
2007/7/25,4419.64,4537.25,4418.8,4535.76,9222.02
2007/7/26,4560.6,4584.88,4514.63,4558.54,9722.55
2007/7/27,4526.14,4569.8,4477.37,4557.43,9849.4
2007/7/30,4561.11,4667.66,4558.08,4657.85,11080.44
2007/7/31,4648.83,4695.15,4592.92,4689.09,10625.82
2007/8/1,4707.72,4721.83,4494.21,4510.78,12326.94
2007/8/2,4527.41,4648.48,4500.86,4623.05,9610.97
2007/8/3,4657.95,4786.41,4655.78,4784.39,11342.66
2007/8/6,4825.93,4857.61,4788.73,4855.64,11035.3
2007/8/7,4870.37,4918.18,4806.69,4880.18,11506.14
2007/8/8,4841.7,4944.17,4793.45,4893.58,11746.34
2007/8/9,4888.74,5004.81,4888.74,4989.19,9645.49
2007/8/10,4979.87,5005.97,4870.64,4984.51,10048.71
2007/8/13,5005,5115.51,4963.76,5060.19,11315.87
2007/8/14,5060.34,5118.62,5027,5114.34,8683.99
2007/8/15,5117.17,5160.06,4998.99,5111.55,8917.86
2007/8/16,5085.44,5085.44,4943.96,5001.92,8942.94
2007/8/17,4968.05,5053.42,4877.74,4888.43,8958.42
2007/8/20,5011.29,5150.45,4994.86,5149.24,9809.02
2007/8/21,5190.55,5231.6,5162.92,5202.4,10322.13
2007/8/22,5119.4,5248.83,5103.61,5228.77,10711.55
2007/8/23,5252.66,5302.77,5216.29,5283.93,9843.8
2007/8/24,5324.07,5381.52,5304.91,5363.2,10765.91
2007/8/27,5402.37,5452.48,5347.37,5408.43,11502.53
2007/8/28,5391.69,5471.22,5312.03,5455.69,10455.33
2007/8/29,5406.22,5465.7,5317.2,5365.55,9991.03
2007/8/30,5402.08,5446.66,5365.46,5426.4,10002.52
2007/8/31,5443.43,5497.34,5416.21,5480.11,10262.52
2007/9/3,5520.94,5594.14,5520.94,5587.32,12450.98
2007/9/4,5600.18,5626.16,5528.26,5559.12,11948.51
2007/9/5,5561.37,5605.3,5485.09,5576.69,9548.67
2007/9/6,5604.03,5683.73,5580.32,5663.96,10626.15
2007/9/7,5650.92,5676.44,5532.48,5540.72,11865.14
2007/9/10,5468.2,5624.63,5427.71,5622.79,10119.75
2007/9/11,5630.83,5664.9,5347.79,5369,10904.15
2007/9/12,5346.56,5451.34,5275.7,5430.76,9610.84
2007/9/13,5452.72,5540.35,5437.12,5536.99,8585.3
2007/9/14,5554.1,5588.56,5459.65,5575.64,9178.48
2007/9/17,5571.97,5696.32,5570.61,5690.23,10392.45
2007/9/18,5716.85,5729.27,5604.54,5694.31,10149.05
2007/9/19,5708.76,5717.34,5600.11,5662.53,8851.21
2007/9/20,5676.48,5754.74,5663.76,5741.54,8535.64
2007/9/21,5754.71,5761.55,5629.29,5725.37,9176.99
2007/9/24,5741.36,5779.57,5672.55,5757.4,8081.42
2007/9/25,5773.63,5783.02,5664.32,5695.29,9566.08
2007/9/26,5676.25,5734.97,5583.42,5602.8,6287.91
2007/9/27,5602.23,5679.09,5569.01,5677.21,5780.79
2007/9/28,5732.36,5836.24,5732.36,5827.66,7940.3
2007/10/8,5965.67,6015.24,5899.06,5975.99,9503.39
2007/10/9,5961.36,6010.56,5907.99,6000.46,8267.73
2007/10/10,6028.64,6152.79,6012.03,6058.62,9153.32
2007/10/11,6086.83,6209.45,6042.35,6207.84,9339.71
2007/10/12,6247.57,6256.56,5940.66,6196.97,11718.92
2007/10/15,6230.42,6339.94,6157.98,6330.48,9743.52
2007/10/16,6358.84,6429.68,6341.52,6395.76,8699.47
2007/10/17,6359.03,6391.98,6279.47,6337.06,6991.56
2007/10/18,6332.81,6357.63,6093.67,6114.95,6870.82
2007/10/19,6161.27,6227.36,6053.43,6106.69,5414.17
2007/10/22,6027.74,6093.06,5934.79,5948.71,5310.98
2007/10/23,5941.11,6063.26,5851.63,6060.49,5758.46
2007/10/24,6092.75,6201.45,6081.5,6134.63,5956.51
2007/10/25,6083.28,6110.38,5822.66,5839.87,7049.78
2007/10/26,5772.96,5909.34,5734.09,5868.07,5072.57
2007/10/29,5923.15,6036.42,5897.64,6034.07,4933.86
2007/10/30,6056.03,6193.47,5984.59,6190.91,5346.91
2007/10/31,6283.21,6301.53,6164.02,6251.53,7011.17
2007/11/1,6277.19,6304.86,6207.53,6209.41,6425.27
2007/11/2,6102.23,6152.65,6026.4,6065.53,5893.81
2007/11/5,6034.46,6075.21,5881.56,5914.17,6368.53
2007/11/6,5870.95,5930.11,5783.05,5810.9,4462.37
2007/11/7,5841.65,5889.16,5740.53,5879.77,4232.41
2007/11/8,5834.81,5834.81,5592.05,5593.95,4828.18
2007/11/9,5537.14,5649.89,5475.9,5579.12,4670.58
2007/11/12,5437.95,5511.69,5282.82,5446.19,5164.6
2007/11/13,5500.7,5576.34,5338.63,5415.13,4868.42
2007/11/14,5508.08,5684.57,5422.12,5682.55,5046.35
2007/11/15,5659.65,5726,5604.88,5632.87,4748.29
2007/11/16,5535.96,5601.77,5484.72,5581.43,3705.21
2007/11/19,5590.99,5599.14,5501.4,5532.28,4077.2
2007/11/20,5491.2,5603.9,5415.05,5557.11,4863
2007/11/21,5571.9,5610.5,5465.02,5473.14,4078.4
2007/11/22,5367.59,5410.66,5215.95,5230.97,3990.74
2007/11/23,5191.19,5283.97,5139.33,5281.78,3032.6
2007/11/26,5355.99,5379.36,5198.71,5205.46,3616.99
2007/11/27,5164.55,5193.2,5098.66,5102.95,3036.07
2007/11/28,5113.23,5151.77,5015.93,5041.83,3238.4
2007/11/29,5112.87,5260.16,5053.71,5251.85,4955.55
2007/11/30,5241.73,5241.73,5102.49,5112.13,4247.99
2007/12/3,5077.18,5140.26,5034.41,5108.05,5219.18
2007/12/4,5122.32,5216.52,5122.32,5158.36,4227.01
2007/12/5,5159.87,5302.14,5134.38,5291.46,5380.62
2007/12/6,5305.28,5315.42,5241.93,5283.54,4282.94
2007/12/7,5286.99,5348.32,5268.92,5342.92,4948.82
2007/12/10,5257.83,5423.94,5236.75,5416.72,6817.33
2007/12/11,5436.34,5467.08,5355.66,5430.71,6630.86
2007/12/12,5402.45,5404.22,5303.84,5346.92,7165.54
2007/12/13,5328.66,5346.54,5198.57,5202.45,6673.13
2007/12/14,5141.26,5258.16,5099.47,5254.71,5258.56
2007/12/17,5254.17,5254.17,5114.62,5116.85,6301.43
2007/12/18,5095.54,5146.95,5048.81,5074.09,4019.7
2007/12/19,5118.21,5204.77,5107.9,5185.13,5579.39
2007/12/20,5209.93,5300.08,5165.64,5292.4,5717.11
2007/12/21,5264.64,5364.86,5261.05,5353.76,6563.1
2007/12/24,5386.54,5545.83,5356.54,5493.14,8443.35
2007/12/25,5491.97,5514.24,5434.65,5458.22,7062.88
2007/12/26,5466.51,5522.84,5413.4,5491.95,7396.59
2007/12/27,5507.58,5579.34,5460.42,5571.34,8650.55
2007/12/28,5582.96,5600.45,5507.94,5521.49,7666.08
2008/1/2,5525.15,5556.65,5458.69,5533.26,7597.41
2008/1/3,5530.08,5584.22,5468.16,5582.54,9769.47
2008/1/4,5591.6,5637.95,5580.97,5626.42,7997.57
2008/1/7,5622.13,5670.58,5596,5660.04,9104.61
2008/1/8,5682.46,5751.73,5609.39,5653.26,10151.06
2008/1/9,5631.03,5706.95,5611.57,5704.92,7608.39
2008/1/10,5718.94,5755.54,5674.86,5726.9,9591.75
2008/1/11,5742.57,5772.75,5692.59,5756.64,8723.68
2008/1/14,5780.79,5796.72,5727.27,5770.53,7819.06
2008/1/15,5776.88,5778.04,5673.35,5713.52,8021.22
2008/1/16,5662.59,5663.38,5550.52,5552.46,8870.45
2008/1/17,5494.97,5575.1,5288.59,5406.24,9824.88
2008/1/18,5395.59,5444.21,5344.68,5436.88,6818.68
2008/1/21,5445.66,5458.38,5133.11,5157.45,7512.12
2008/1/22,5056.7,5056.7,4735.35,4785.74,9142.8
2008/1/23,4799.84,4938.13,4733.85,4936,8712.3
2008/1/24,4988.96,5004.07,4854.4,4951.35,8954.45
2008/1/25,4950.47,5045.27,4888.08,4997.67,7753.59
2008/1/28,4954.41,4954.41,4627.2,4637.81,6888.93
2008/1/29,4645,4740.9,4606.36,4678.16,5001.71
2008/1/30,4728.42,4779.54,4544.46,4636.03,5477.13
2008/1/31,4625.79,4709.3,4583.9,4600.12,4489.97
2008/2/1,4605.32,4629.82,4403.35,4534.57,5883.22
2008/2/4,4633.68,4903.45,4633.68,4903.41,6273.29
2008/2/5,4850.91,4893.63,4775.2,4827.1,5224.4
2008/2/13,4748.63,4772.39,4674.66,4712.72,3670.06
2008/2/14,4751,4803.27,4730.7,4777.31,3471.12
2008/2/15,4747.31,4747.31,4650.43,4719.39,4119.08
2008/2/18,4771.61,4828.79,4740.77,4793.99,5552.86
2008/2/19,4808.91,4896.36,4769.53,4895.04,6035.09
2008/2/20,4914.37,4928.03,4781.82,4792.38,6614.14
2008/2/21,4757.93,4793.66,4672.13,4750.54,6105.52
2008/2/22,4722.32,4722.32,4546.46,4585.49,6723.26
2008/2/25,4585.45,4607.56,4388.56,4398.81,5836.25
2008/2/26,4514.74,4544.87,4326.01,4446.82,5530.54
2008/2/27,4466.17,4575.54,4430.22,4547.54,5023.78
2008/2/28,4557.22,4558.96,4475.4,4511.11,4763.11
2008/2/29,4504.86,4579.87,4486.32,4562.78,4752.56
2008/3/3,4536.75,4676.76,4490.02,4657.11,7815.14
2008/3/4,4673.84,4692.41,4533.78,4548.7,8642
2008/3/5,4528.49,4566.83,4417.76,4503.62,7379.66
2008/3/6,4522.31,4645.63,4470.08,4575.64,8455.55
2008/3/7,4528.06,4555.09,4475.74,4512.22,5643.93
2008/3/10,4475.58,4475.58,4323.31,4350.35,6531.45
2008/3/11,4324.5,4370.94,4263.52,4370.89,5092.12
2008/3/12,4464.27,4483.38,4268.77,4270.19,5689.91
2008/3/13,4231.75,4254.75,4093.97,4166.43,6323.27
2008/3/14,4151.25,4197.69,4082.9,4157.52,4114.43
2008/3/17,4135.35,4135.35,4000.93,4008.39,4869.51
2008/3/18,3976.48,4053.33,3785.82,3850.78,5731.29
2008/3/19,3931.82,4002.61,3860.17,3947.93,6103.44
2008/3/20,3905.84,4048.68,3690.48,3992.41,7272.09
2008/3/21,3977.69,4027.93,3931.6,3984.32,6477.91
2008/3/24,4019.81,4030.28,3803.5,3804.83,5864.22
2008/3/25,3735.16,3839.37,3694.66,3808.24,5251.31
2008/3/26,3823.54,3880.41,3767.81,3784.29,4600.81
2008/3/27,3715.18,3715.18,3575.2,3578.92,5480.46
2008/3/28,3544.36,3767.34,3522.06,3756.12,6298.44
2008/3/31,3636.03,3730.61,3614.65,3643.24,4692.02
2008/4/1,3631.03,3664.75,3471.42,3492.78,5446.55
2008/4/2,3536.37,3635.23,3445.25,3512.97,6514.08
2008/4/3,3487.19,3627.63,3432.52,3616.38,5059.19
2008/4/7,3587.21,3791.87,3553.62,3777.25,6063.9
2008/4/8,3782.1,3837.37,3739.52,3790.69,6514.4
2008/4/9,3762.58,3784.58,3580.92,3581.82,5945
2008/4/10,3544.22,3645.34,3509.37,3642.65,4515.84
2008/4/11,3670.87,3690.99,3632.42,3664.84,4298.7
2008/4/14,3587.14,3596.69,3447.02,3459,4994.26
2008/4/15,3444.19,3514.73,3370.37,3513.24,4431.76
2008/4/16,3514.95,3529.14,3444.82,3453.86,3985.84
2008/4/17,3448.38,3518.26,3336.98,3381.68,4555.12
2008/4/18,3358.4,3361.95,3230.27,3247.44,4326.88
2008/4/21,3468.26,3468.26,3225.21,3270.77,5941.95
2008/4/22,3228.41,3304.08,3138.15,3303.09,4845.42
2008/4/23,3270.13,3459.18,3242.22,3439.85,6565.89
2008/4/24,3714.06,3770.25,3631.97,3759.61,14086.81
2008/4/25,3748.38,3838.62,3701.56,3732.85,12851.98
2008/4/28,3669.39,3704.62,3630.42,3645.58,7520.5
2008/4/29,3627.28,3718.63,3623,3696.74,6666.37
2008/4/30,3720.13,3887.8,3717.32,3875.22,10706.64
2008/5/5,3924.36,3954.05,3878.87,3946.45,9912.63
2008/5/6,3919.99,3972.95,3862.33,3917.7,9842.2
2008/5/7,3899.77,3960.39,3754.42,3755.65,8985.48
2008/5/8,3713.29,3838.35,3696.51,3837.08,7466.42
2008/5/9,3864.56,3875.25,3727.45,3791.52,8740.61
2008/5/12,3723.19,3849.74,3695.34,3805.75,7947.99
2008/5/13,3688.92,3793.27,3681.18,3735.7,9026.19
2008/5/14,3724.6,3842.54,3724.6,3837.74,8809.31
2008/5/15,3858.17,3889.5,3815.38,3816.5,8352.41
2008/5/16,3816.83,3841.45,3759.02,3802.85,6449.21
2008/5/19,3793.78,3803.51,3739.07,3782.37,4820.33
2008/5/20,3779,3811.03,3601.3,3612.64,6602.92
2008/5/21,3582.52,3736.25,3520.29,3718.98,7319.15
2008/5/22,3665.18,3733.63,3640.79,3657.49,6815.48
2008/5/23,3645.05,3695.2,3605.21,3644.39,5959.83
2008/5/26,3611.91,3613.85,3527.84,3530.58,5234.69
2008/5/27,3520.68,3550.53,3498.25,3541.75,4219.85
2008/5/28,3549.55,3658.07,3519.34,3629.33,5205.34
2008/5/29,3617.42,3653.25,3568.19,3568.88,5119.75
2008/5/30,3582.4,3620.38,3557.8,3602.66,4816.81
2008/6/2,3595.08,3655.45,3568.23,3629.61,4893.07
2008/6/3,3627.01,3640.13,3577.2,3605.86,5635.97
2008/6/4,3592.79,3597.43,3506.21,3535.81,4775.07
2008/6/5,3520.84,3542.16,3489.82,3516.22,4107.9
2008/6/6,3527.18,3536.91,3475.35,3493.19,3434.27
2008/6/10,3359.17,3373.35,3194.61,3223.17,5026.67
2008/6/11,3191.4,3214.54,3139.01,3172.42,4653.59
2008/6/12,3159.1,3179.55,3041.78,3102.13,4923.01
2008/6/13,3105.7,3121.92,3005.46,3008.91,4080
2008/6/16,3016.82,3060.59,2949.14,3014.74,4007.72
2008/6/17,3013.73,3035.02,2904.82,2931.83,4296.94
2008/6/18,2908.29,3089.85,2863.68,3085.44,6585.27
2008/6/19,3065.02,3065.02,2876.77,2883.89,5643.53
2008/6/20,2949.4,3060.64,2828.13,2970.93,7357.4
2008/6/23,2916.72,2951.4,2875.77,2895.98,4041.57
2008/6/24,2882.23,2955.46,2862.66,2940.59,4801.07
2008/6/25,2931.14,3053.29,2921,3047.53,6428.87
2008/6/26,3046.6,3075,2990.76,3044.07,6509.38
2008/6/27,2946.8,2960.52,2856.48,2882.95,6000.21
2008/6/30,2857.62,2902.19,2825.16,2869.94,3822.52
2008/7/1,2877.38,2888.06,2773.91,2781.09,4045.44
2008/7/2,2785.78,2832.79,2756.07,2781.11,3995.87
2008/7/3,2738.15,2880.39,2691.53,2835.43,6774.69
2008/7/4,2822.45,2845.84,2774.94,2800.11,5696.91
2008/7/7,2803.97,2938.41,2803.97,2928.78,7695.97
2008/7/8,2942.7,2982.53,2889.06,2952.45,7989.73
2008/7/9,2977.67,3063.57,2977.67,3063.57,9663.13
2008/7/10,3020.51,3096.66,3002.09,3016.13,9054.68
2008/7/11,3003.89,3029.59,2959.13,2996.28,6456.46
2008/7/14,2976.17,3036.98,2966.41,3019.11,5429.24
2008/7/15,3027.41,3038.14,2905.25,2915.29,7059.78
2008/7/16,2888.4,2900.26,2786.41,2838.1,5969.82
2008/7/17,2882.37,2908.87,2806.97,2816.02,5054.38
2008/7/18,2844.41,2921.87,2796.27,2914.32,5759.61
2008/7/21,2894.85,3005.4,2879.88,3001.57,6610.99
2008/7/22,2992.18,3009.11,2969.32,2985.52,6122.93
2008/7/23,3011.63,3029.14,2969.8,2976.89,6119.08
2008/7/24,3002.13,3055.62,2988.7,3053.09,7222.17
2008/7/25,3016.76,3030.28,2991.68,3005.58,6229.32
2008/7/28,3025.25,3068.05,3025.25,3045.5,6215.39
2008/7/29,3008.64,3008.64,2966.27,2990.03,5846
2008/7/30,3026.12,3036.36,2960.51,2975.74,4881.18
2008/7/31,2984.21,2987.65,2909.99,2911.65,4434.46
2008/8/1,2885.63,2969.5,2855.07,2939.04,4898.87
2008/8/4,2919.22,2930.1,2872.97,2875.98,3698.17
2008/8/5,2886,2897.61,2816.48,2822.82,4212.6
2008/8/6,2844.8,2877.83,2810.35,2852.95,4042.72
2008/8/7,2850.94,2877.44,2823.66,2861.69,3929.9
2008/8/8,2858.42,2860.19,2724.07,2734.36,4806.45
2008/8/11,2724.07,2730.01,2575.26,2592.49,4673.19
2008/8/12,2566.45,2607.94,2551.36,2578.99,3629.05
2008/8/13,2561.45,2580.75,2488.5,2567.67,4070.14
2008/8/14,2552.81,2575.98,2528.53,2557.85,3112.14
2008/8/15,2555.04,2599.66,2534.21,2572.1,3113.7
2008/8/18,2573.34,2577.23,2434.13,2435.12,5338.06
2008/8/19,2411.43,2473.01,2398.15,2461.04,3837.59
2008/8/20,2448.48,2648.89,2421.41,2648.75,7307.84
2008/8/21,2607.94,2643.66,2551.93,2552.64,6093.48
2008/8/22,2534.51,2547.44,2479.57,2524.86,4603.82
2008/8/25,2527.83,2565.62,2500.78,2533.43,3357.1
2008/8/26,2503.49,2522.66,2443.27,2467.29,4067.6
2008/8/27,2460.77,2505.05,2425.93,2459.07,4063.17
2008/8/28,2458.88,2492.83,2449.52,2467.39,3453.11
2008/8/29,2478.9,2541.42,2469.3,2516.78,4600.98
2008/9/1,2498.99,2498.99,2426.78,2440.87,3602.09
2008/9/2,2427.18,2444.86,2398.58,2419.5,3400.74
2008/9/3,2416.4,2437.03,2359.73,2389.75,4204.95
2008/9/4,2383.26,2409.23,2360.67,2390.38,3393.27
2008/9/5,2334.76,2349.25,2308.39,2311.63,3831.37
2008/9/8,2320.03,2330.68,2241.39,2249.82,3737.89
2008/9/9,2259.15,2268.64,2219.35,2252.2,3053.24
2008/9/10,2237.51,2294.06,2207.15,2257.4,3873.96
2008/9/11,2249.68,2254.64,2173.14,2182.11,3620.55
2008/9/12,2180.6,2209.16,2166.82,2183.02,3012.27
2008/9/16,2151.73,2151.73,2072.77,2085.67,4585.25
2008/9/17,2070.24,2099.64,2018.9,2025.6,4545.9
2008/9/18,1970.08,2040.33,1892.75,1990.9,6573.32
2008/9/19,2171.28,2179.11,2145.66,2179.11,5784.49
2008/9/22,2354.09,2383.55,2273.41,2348.57,13868.2
2008/9/23,2319.98,2366.7,2291.52,2312.2,9954.9
2008/9/24,2240.18,2329.69,2223.24,2328.15,6424.68
2008/9/25,2325.8,2450.47,2322.49,2412.91,10065.79
2008/9/26,2419.83,2426.47,2358.99,2408.88,7787.49
2008/10/6,2381.34,2381.34,2281.6,2282.81,6060.84
2008/10/7,2206.57,2292.52,2176.91,2266.1,5658.18
2008/10/8,2201.01,2233.81,2162.4,2197.27,5047.31
2008/10/9,2232.26,2237.8,2166.95,2178.79,4477.25
2008/10/10,2096.16,2129.9,2061.93,2101.3,5370.96
2008/10/13,2078.08,2178.87,2028.77,2177.92,5626.2
