Date,Open,High,Low,Close, Volume,Turnover
20080205,4814.69,4851.95,4773.18,4796.80,3783503023.00,720.95
20080213,4736.90,4766.01,4682.57,4703.21,2661111394.00,477.71
20080214,4742.72,4798.68,4735.98,4771.03,2585034887.00,465.91
20080215,4738.10,4738.10,4644.74,4711.10,3091444587.00,544.86
20080218,4771.11,4845.89,4760.86,4814.25,4171899437.00,754.55
20080219,4828.76,4913.26,4803.88,4913.26,4546566082.00,840.93
20080220,4922.50,4939.19,4805.02,4812.09,5015185988.00,949.47
20080221,4783.16,4818.36,4718.28,4789.76,4610510280.00,818.74
20080222,4766.71,4766.71,4568.34,4625.91,5030484207.00,904.49
20080225,4627.44,4627.44,4447.83,4449.44,4298317246.00,748.09
20080226,4562.41,4562.41,4332.78,4448.95,4286949216.00,776.62
20080227,4472.66,4581.37,4452.54,4569.73,3953031003.00,714.72
20080228,4579.78,4596.39,4523.74,4554.47,3672437500.00,635.36
20080229,4547.36,4608.92,4547.36,4604.94,3438213222.00,600.97
20080303,4580.57,4731.96,4560.82,4725.53,5597849750.00,992.54
20080304,4746.05,4767.41,4620.71,4622.12,6549759363.00,1108.51
20080305,4604.47,4640.74,4481.94,4593.13,5729237168.00,941.86
20080306,4607.66,4689.50,4569.09,4640.65,6719201577.00,1120.45
20080307,4599.77,4639.91,4549.92,4569.53,4360619196.00,776.70
20080310,4537.61,4537.61,4379.82,4388.16,4318348428.00,732.88
20080311,4350.89,4406.28,4277.94,4406.28,3640019384.00,641.70
20080312,4494.61,4494.61,4275.74,4276.06,3835640878.00,687.61
20080313,4232.98,4242.88,4085.44,4160.40,4755559903.00,801.01
20080314,4139.40,4158.11,4058.32,4118.22,3092393567.00,531.62
20080317,4097.79,4097.79,3903.34,3906.07,3727857777.00,612.58
20080318,3863.38,3933.23,3641.12,3697.22,4427831083.00,666.56
20080319,3770.56,3876.82,3709.82,3828.48,4837362815.00,775.74
20080320,3775.42,3990.71,3644.30,3951.26,5735691189.00,921.87
20080321,3949.60,4025.58,3938.15,3984.03,5107798056.00,812.96
20080324,4033.28,4038.77,3822.01,3822.01,4458829408.00,718.32
20080325,3749.34,3893.37,3735.90,3872.09,4050831795.00,657.60
20080326,3891.79,3955.32,3855.06,3880.14,3526743775.00,587.05
20080327,3816.47,3828.25,3710.04,3711.98,3983054089.00,621.93
20080328,3676.84,3870.77,3621.38,3870.01,5016293571.00,802.63
20080331,3758.27,3822.24,3733.11,3736.31,3648445525.00,578.74
20080401,3722.01,3741.04,3518.24,3521.64,4459044402.00,670.94
20080402,3557.24,3613.30,3428.55,3470.86,5128315953.00,764.08
20080403,3440.19,3578.91,3383.16,3568.17,3972598809.00,590.48
20080407,3528.75,3762.47,3528.75,3762.47,4779287615.00,753.25
20080408,3768.50,3839.32,3760.36,3810.46,5257224889.00,830.87
20080409,3778.90,3822.99,3611.93,3611.93,4757305170.00,716.93
20080410,3567.73,3678.62,3540.21,3678.62,3634147655.00,532.28
20080411,3716.52,3747.21,3683.60,3711.60,3283399000.00,493.95
20080414,3630.77,3630.77,3463.35,3470.67,4028704151.00,600.77
20080415,3448.36,3523.70,3368.75,3523.70,3664558400.00,536.78
20080416,3514.34,3520.33,3428.45,3437.85,3243975125.00,468.80
20080417,3436.00,3496.08,3292.54,3330.23,3548333079.00,509.62
20080418,3300.41,3327.10,3209.76,3214.75,3352169580.00,459.35
20080421,3452.47,3452.47,3178.32,3213.01,4844699842.00,697.14
20080422,3159.29,3233.89,3077.75,3233.71,3845387105.00,509.95
20080423,3204.94,3395.20,3204.94,3385.44,5119724564.00,726.53
20080424,3664.88,3698.82,3587.82,3698.82,11216795228.00,1594.67
20080425,3703.16,3832.54,3686.69,3724.67,9749191960.00,1545.34
20080428,3665.29,3710.71,3641.77,3659.57,5840940890.00,912.81
20080429,3637.06,3720.69,3637.06,3704.80,5181216968.00,789.68
20080430,3721.68,3888.90,3721.68,3879.38,8163033415.00,1276.25
20080505,3931.69,3976.04,3904.27,3972.87,7581219851.00,1194.92
20080506,3938.70,3984.62,3883.11,3933.67,7224664870.00,1142.98
20080507,3909.69,3959.83,3749.70,3749.70,6743682467.00,1068.45
20080508,3703.25,3850.23,3703.25,3850.23,5564718075.00,849.37
20080509,3883.30,3883.62,3754.08,3811.46,6695654395.00,1046.80
20080512,3742.45,3887.73,3717.07,3845.21,5929507764.00,915.89
20080513,3730.11,3864.76,3730.11,3806.22,6912158208.00,973.77
20080514,3799.36,3917.72,3799.36,3917.72,6875289447.00,1000.92
20080515,3944.23,3972.42,3887.18,3887.18,6512950742.00,932.83
20080516,3886.79,3918.30,3819.60,3870.96,5021250220.00,744.39
20080519,3860.19,3871.81,3818.43,3850.58,3836171530.00,561.93
20080520,3848.83,3879.56,3646.71,3646.71,5270834906.00,749.86
20080521,3604.91,3716.16,3533.06,3716.16,5520558097.00,769.94
20080522,3669.87,3715.94,3649.37,3652.37,5101349931.00,734.29
20080523,3639.42,3672.98,3575.17,3622.98,4364402109.00,597.08
20080526,3594.53,3594.53,3510.53,3511.97,3965819663.00,545.20
20080527,3501.79,3537.35,3486.78,3524.02,3210253603.00,443.53
20080528,3531.12,3634.33,3515.22,3621.50,3919160323.00,551.41
20080529,3613.15,3621.84,3528.88,3530.18,3698432758.00,508.93
20080530,3534.67,3569.61,3503.74,3561.11,3585611209.00,510.75
20080602,3550.91,3594.97,3531.91,3577.63,3658082418.00,483.04
20080603,3591.02,3591.02,3549.38,3567.99,4384786316.00,564.11
20080604,3545.98,3545.98,3473.72,3502.97,3781320808.00,498.34
20080605,3469.02,3496.70,3448.94,3467.99,2995411326.00,403.83
20080606,3480.23,3480.23,3427.57,3441.62,2572714672.00,333.67
20080610,3299.12,3299.12,3143.28,3160.04,3890685728.00,492.62
20080611,3108.71,3131.66,3052.26,3098.45,3609954005.00,436.51
20080612,3081.44,3103.66,3005.25,3045.30,3732926054.00,448.87
20080613,3048.22,3065.49,2936.99,2939.13,2999712318.00,349.76
20080616,2940.44,2965.76,2863.24,2909.97,3131194550.00,355.24
20080617,2907.58,2934.37,2791.81,2795.22,3233680836.00,347.78
20080618,2772.92,2950.68,2726.52,2937.98,5008244259.00,550.19
20080619,2913.43,2913.43,2719.04,2720.11,4212107354.00,459.98
20080620,2738.20,2881.66,2647.26,2792.84,5893803461.00,663.86
20080623,2744.62,2787.14,2720.29,2734.18,3058748791.00,321.52
20080624,2721.37,2806.02,2720.88,2797.85,3711360692.00,396.93
20080625,2791.73,2917.69,2791.73,2917.42,5073926244.00,547.75
20080626,2913.22,2957.92,2879.54,2928.70,5098894287.00,556.20
20080627,2836.59,2843.08,2736.46,2763.09,4782065305.00,504.38
20080630,2740.27,2774.76,2708.18,2744.48,2964555317.00,323.54
20080701,2751.06,2751.06,2649.99,2656.84,3290749765.00,358.24
20080702,2660.70,2700.59,2634.29,2662.18,3219214353.00,361.21
20080703,2619.38,2761.13,2584.19,2726.73,5541170302.00,628.95
20080704,2719.12,2749.82,2689.64,2713.84,4620638792.00,519.51
20080707,2719.82,2853.42,2719.82,2853.42,6418808565.00,708.34
20080708,2867.74,2895.75,2821.93,2870.98,6448884437.00,734.27
20080709,2893.77,2974.93,2893.77,2974.93,8035879503.00,913.49
20080710,2932.24,3007.90,2931.97,2931.97,7224298220.00,832.27
20080711,2919.87,2930.91,2878.42,2910.35,5167529622.00,585.39
20080714,2885.54,2946.05,2885.54,2936.20,4235602559.00,480.19
20080715,2945.22,2951.83,2818.52,2818.52,5567403074.00,613.77
20080716,2786.37,2786.37,2675.30,2714.33,4722826446.00,494.52
20080717,2758.28,2775.81,2690.65,2691.42,3895237931.00,413.72
20080718,2718.53,2786.85,2667.52,2786.85,4655631508.00,501.83
20080721,2767.47,2884.56,2763.69,2882.21,5321985332.00,591.19
20080722,2876.42,2898.09,2865.68,2876.59,4693351934.00,515.52
20080723,2894.87,2909.48,2856.95,2857.60,4775701879.00,518.24
20080724,2879.63,2948.41,2878.20,2946.87,5665422638.00,640.99
20080725,2911.24,2940.57,2896.60,2914.11,4887273258.00,528.42
20080728,2933.74,2964.15,2924.11,2937.15,4867673665.00,539.14
20080729,2898.51,2898.51,2859.57,2879.92,4396537434.00,475.17
20080730,2913.80,2913.80,2843.98,2860.96,3707676386.00,394.53
20080731,2869.90,2869.90,2779.14,2779.28,3423188799.00,353.47
20080801,2762.06,2842.90,2727.65,2816.90,3966103502.00,424.46
20080804,2794.46,2809.80,2753.57,2754.24,2829814721.00,313.50
20080805,2761.97,2761.97,2688.53,2689.57,3525580391.00,372.55
20080806,2708.99,2731.04,2671.69,2706.25,3290152558.00,349.56
20080807,2702.07,2725.70,2675.11,2706.78,2985800304.00,311.05
20080808,2705.45,2705.45,2570.09,2576.25,3891308236.00,394.43
20080811,2565.86,2565.86,2431.16,2440.24,3902655293.00,364.51
20080812,2415.96,2449.15,2399.33,2426.86,2920181618.00,269.92
20080813,2410.74,2430.94,2352.06,2422.97,3228530509.00,294.37
20080814,2409.58,2436.53,2396.28,2424.74,2408291836.00,226.12
20080815,2422.67,2454.81,2401.23,2429.08,2382620713.00,223.18
20080818,2433.41,2433.41,2294.92,2295.24,2841110376.00,247.38
20080819,2269.44,2331.78,2269.44,2331.11,2351373601.00,198.37
20080820,2316.63,2512.23,2296.68,2512.23,5262293050.00,477.68
20080821,2474.15,2504.68,2418.43,2423.16,4491022829.00,422.36
20080822,2400.50,2406.49,2343.91,2383.06,3088303132.00,276.66
20080825,2386.70,2414.64,2358.24,2381.00,2254551272.00,204.57
20080826,2352.99,2364.52,2288.43,2308.72,2923605589.00,248.31
20080827,2298.50,2340.85,2269.70,2299.11,2823018134.00,253.02
20080828,2298.48,2331.47,2289.87,2308.07,2401933787.00,232.39
20080829,2318.39,2381.07,2314.25,2363.34,3469107601.00,315.84
20080901,2345.49,2345.49,2279.27,2286.71,2658766723.00,239.82
20080902,2271.64,2287.68,2250.49,2267.56,2441890696.00,214.91
20080903,2261.74,2276.85,2204.34,2231.52,3024346070.00,272.95
20080904,2223.52,2249.51,2204.08,2233.88,2411716869.00,208.92
20080905,2176.85,2201.03,2164.88,2165.49,2773709432.00,227.66
20080908,2171.05,2171.51,2103.45,2106.91,2752050767.00,226.71
20080909,2114.92,2125.96,2094.10,2119.98,2216232126.00,177.10
20080910,2106.79,2156.01,2085.12,2126.76,2736948054.00,226.87
20080911,2119.80,2126.22,2060.03,2060.19,2591185594.00,220.47
20080912,2059.15,2089.85,2056.74,2064.99,2181693841.00,187.69
20080916,2039.55,2039.55,1985.59,1992.98,3737801556.00,303.58
20080917,1975.17,1992.79,1922.07,1925.80,3670886320.00,287.57
20080918,1874.45,1904.80,1798.96,1887.07,5322378452.00,384.68
20080919,2055.85,2064.43,2048.20,2064.43,4427205535.00,368.99
20080922,2213.97,2247.44,2127.28,2189.76,11346380931.00,1031.22
20080923,2123.78,2146.90,2097.86,2099.59,8380568970.00,696.44
20080924,2051.02,2119.25,2038.61,2119.25,5243350640.00,429.80
20080925,2123.68,2226.14,2123.68,2199.42,8440804248.00,753.94
20080926,2209.82,2227.39,2168.73,2215.97,6555617836.00,608.02
20081006,2180.44,2180.44,2108.66,2108.66,5004463114.00,419.36
20081007,2028.44,2116.07,2016.82,2084.27,4677440629.00,419.66
20081008,2027.46,2049.85,1998.15,2007.44,4058046496.00,352.81
20081009,2042.58,2042.58,1981.21,1981.52,3677222100.00,320.23
20081010,1902.86,1916.12,1872.95,1891.16,4406833677.00,339.96
20081013,1875.00,1963.77,1826.29,1963.77,4740465934.00,380.69
20081014,2031.41,2031.41,1912.26,1912.26,5793743104.00,487.08
20081015,1890.52,1902.48,1876.07,1893.25,3437868209.00,271.29
20081016,1816.12,1837.15,1798.52,1799.41,4349075447.00,327.77
20081017,1816.07,1824.20,1790.75,1811.95,3180760392.00,236.86
20081020,1807.70,1872.65,1788.12,1872.65,3650047921.00,289.34
20081021,1877.37,1898.87,1859.93,1859.93,4297879736.00,339.44
20081022,1835.73,1861.92,1814.90,1815.51,3762152383.00,276.38
20081023,1777.84,1816.31,1764.99,1816.23,3909820793.00,290.35
20081024,1813.25,1821.25,1758.22,1768.04,3723844746.00,277.93
20081027,1734.80,1734.80,1641.02,1642.30,4205150401.00,292.09
20081028,1603.69,1699.01,1600.51,1689.70,5197415186.00,369.32
20081029,1706.86,1713.92,1641.63,1641.63,4340123407.00,315.71
20081030,1652.24,1700.44,1629.84,1677.05,4482068572.00,323.13
20081031,1669.31,1675.65,1641.30,1645.90,3187323883.00,216.26
20081103,1632.07,1664.06,1627.45,1635.66,2873144662.00,200.42
20081104,1628.74,1628.74,1596.41,1612.76,3027237014.00,201.97
20081105,1624.70,1694.80,1624.70,1674.42,4795398062.00,325.21
20081106,1633.41,1643.26,1624.69,1635.06,3550720718.00,228.04
20081107,1605.88,1669.07,1605.88,1662.04,3724258430.00,252.87
20081110,1696.15,1782.83,1696.15,1782.83,7296215299.00,499.22
20081111,1776.80,1802.71,1761.85,1762.04,7556623991.00,523.96
20081112,1740.70,1784.02,1740.70,1783.98,5288457909.00,374.79
20081113,1760.63,1872.32,1752.35,1855.59,9724578505.00,698.51
20081114,1874.08,1923.94,1855.77,1923.94,10758191473.00,791.98
20081117,1916.11,1974.24,1910.36,1974.24,10695219030.00,787.40
20081118,1962.49,1983.26,1826.32,1831.17,12275870838.00,869.57
20081119,1823.08,1949.32,1817.64,1945.29,10327082806.00,742.01
20081120,1910.99,1961.81,1895.39,1925.81,10550870466.00,765.97
20081121,1866.97,1952.43,1830.40,1911.90,10112874381.00,739.28
20081124,1905.40,1906.89,1831.60,1831.60,6294796714.00,456.05
20081125,1862.35,1862.35,1796.73,1824.91,5162358112.00,380.50
20081126,1823.39,1850.09,1807.32,1833.01,4774666608.00,335.21
20081127,1949.33,1949.33,1859.62,1859.65,9646294389.00,735.40
20081128,1841.42,1851.11,1810.82,1825.64,5901562420.00,435.10
20081201,1819.90,1864.14,1798.71,1864.14,6094161629.00,437.41
20081202,1822.98,1889.62,1822.98,1872.68,8018894016.00,565.24
20081203,1900.50,1954.08,1900.50,1954.08,10547591697.00,766.66
20081204,1980.10,2040.14,1980.10,1980.63,14080867641.00,1073.19
20081205,1968.26,2012.47,1968.26,2012.47,9071880519.00,672.48
20081208,2039.50,2094.97,2039.50,2094.97,12939126648.00,988.84
20081209,2102.86,2103.20,2038.05,2039.66,11089553920.00,853.72
20081210,2027.77,2097.27,2016.08,2097.27,10104818653.00,785.00
20081211,2088.34,2100.31,2043.51,2044.66,9122095333.00,712.67
20081212,2025.15,2025.15,1934.76,1959.25,8199333530.00,607.74
20081215,1988.88,2001.66,1947.79,1977.46,6304555679.00,463.23
20081216,1959.99,1997.36,1925.29,1997.36,5914033325.00,433.21
20081217,2004.80,2031.40,1998.91,2006.40,7253394755.00,555.12
20081218,2004.34,2049.37,1990.40,2049.37,7013907666.00,535.80
20081219,2043.09,2080.77,2042.09,2059.14,7952914432.00,610.42
20081222,2057.64,2057.64,2010.06,2030.45,6643532054.00,504.38
20081223,2031.79,2031.79,1928.79,1929.07,7670519211.00,569.63
20081224,1902.61,1920.56,1886.69,1897.07,5492447667.00,390.29
20081225,1901.65,1911.15,1860.50,1882.51,4862930018.00,350.84
20081226,1880.23,1891.37,1863.42,1872.77,4049089362.00,311.64
20081229,1862.67,1869.78,1828.12,1867.20,4046003361.00,304.32
20081230,1865.51,1880.21,1845.37,1848.86,4426725505.00,327.27
20081231,1850.83,1855.46,1832.09,1832.99,4229446852.00,306.86
20090105,1862.91,1898.06,1855.83,1898.06,5479289339.00,419.80
20090106,1896.03,1961.47,1896.03,1956.99,8151357873.00,638.86
20090107,1956.37,1969.54,1947.72,1947.72,7226158049.00,559.58
20090108,1912.15,1918.39,1893.98,1903.62,6347536836.00,517.22
20090109,1902.01,1936.98,1902.01,1935.54,5721432755.00,459.86
20090112,1929.27,1964.31,1926.64,1938.88,6570303384.00,519.36
20090113,1912.38,1924.73,1893.61,1893.61,5896000537.00,441.68
20090114,1890.62,1970.62,1890.62,1970.62,6853121304.00,557.76
20090115,1951.63,1991.75,1951.63,1971.27,9188333515.00,713.59
20090116,1981.97,2036.02,1981.97,2003.68,10969795252.00,892.31
20090119,2023.03,2058.21,2007.06,2022.87,9100373540.00,733.13
20090120,2017.21,2036.57,1998.45,2036.57,6078887423.00,484.92
20090121,2005.68,2056.47,2005.68,2032.80,7310139452.00,631.22
20090122,2045.95,2058.72,2029.01,2056.86,7175352398.00,594.40
20090123,2052.21,2064.21,2040.64,2044.70,6879809488.00,546.68
20090202,2063.45,2072.99,2043.43,2072.99,6625315740.00,520.24
20090203,2073.23,2124.98,2073.23,2124.98,10732796667.00,838.07
20090204,2135.03,2180.74,2135.03,2180.74,12277936272.00,961.84
20090205,2178.68,2216.26,2155.45,2162.69,13629770308.00,1106.48
20090206,2169.07,2247.83,2169.07,2247.83,13017383454.00,1059.92
20090209,2280.84,2315.36,2265.46,2306.06,15634781060.00,1326.76
20090210,2296.32,2336.09,2273.04,2336.09,14008418750.00,1189.87
20090211,2296.24,2378.75,2296.24,2341.10,17300164695.00,1537.65
20090212,2344.97,2344.97,2269.46,2336.96,14420007234.00,1270.01
20090213,2340.68,2418.80,2337.47,2416.13,16631087016.00,1474.45
20090216,2438.50,2474.71,2411.70,2474.71,17771439272.00,1591.58
20090217,2471.80,2480.49,2392.80,2392.80,16222013385.00,1466.93
20090218,2338.84,2374.72,2283.83,2285.48,13293898386.00,1193.60
20090219,2306.30,2332.47,2278.69,2312.76,10595041143.00,954.82
20090220,2315.94,2360.94,2301.40,2360.94,10391695513.00,947.80
20090223,2349.33,2434.25,2328.12,2426.16,12792386231.00,1174.25
20090224,2393.53,2425.72,2317.65,2317.65,15202565998.00,1390.09
20090225,2341.81,2343.00,2252.20,2323.93,12789919257.00,1181.36
20090226,2315.76,2346.84,2183.61,2205.37,12110565226.00,1104.55
20090227,2179.57,2197.88,2128.86,2149.37,10044879255.00,845.65
20090302,2131.90,2186.42,2125.26,2175.67,7222141081.00,638.62
20090303,2122.19,2179.47,2120.01,2159.40,7963957372.00,702.26
20090304,2167.63,2303.89,2167.63,2299.87,12490075715.00,1105.89
20090305,2327.64,2348.53,2278.32,2316.37,14604674286.00,1313.77
20090306,2272.01,2320.19,2272.01,2296.91,9831867373.00,895.42
20090309,2311.46,2339.97,2209.36,2212.74,10072418240.00,893.99
20090310,2187.73,2253.06,2182.18,2253.06,6552394547.00,575.98
20090311,2299.68,2299.68,2231.73,2234.31,8158664219.00,742.67
20090312,2221.89,2229.08,2171.18,2229.08,6567436514.00,578.84
20090313,2241.85,2259.92,2213.94,2218.00,6294933859.00,579.13
20090316,2210.72,2253.95,2200.58,2252.30,5675972499.00,510.33
20090317,2254.79,2334.12,2252.38,2330.12,10304096612.00,957.52
20090318,2342.46,2375.86,2338.02,2340.73,11625530410.00,1075.88
20090319,2344.65,2388.39,2344.65,2388.39,11167912068.00,1039.08
20090320,2394.02,2397.32,2349.39,2378.29,11917321472.00,1131.77
20090323,2381.01,2438.96,2379.39,2434.14,12655872662.00,1246.18
20090324,2470.67,2473.60,2441.54,2449.87,12854681001.00,1245.51
20090325,2435.70,2461.58,2396.30,2396.30,11049134425.00,1069.64
20090326,2401.48,2468.77,2378.89,2468.77,12341273092.00,1165.11
20090327,2488.84,2503.09,2473.39,2490.38,15197851067.00,1382.27
20090330,2494.46,2502.30,2476.59,2480.83,11154608279.00,1072.05
20090331,2435.38,2506.41,2423.06,2506.41,11087865742.00,1119.77
20090401,2517.98,2560.86,2517.98,2544.55,14547749405.00,1439.88
20090402,2554.81,2594.56,2554.81,2570.95,15781172536.00,1543.48
20090403,2591.85,2602.44,2555.87,2563.93,14140332260.00,1359.40
20090407,2566.95,2589.86,2547.35,2572.88,10097186177.00,997.13
20090408,2560.93,2563.08,2479.09,2479.09,11685472759.00,1142.61
20090409,2476.94,2518.96,2459.88,2518.96,9206427141.00,916.06
20090410,2540.29,2593.93,2535.08,2593.93,12598696019.00,1308.09
20090413,2618.86,2660.79,2618.86,2650.14,15727851488.00,1625.32
20090414,2645.01,2677.07,2640.58,2673.60,13310365383.00,1391.97
20090415,2660.27,2688.51,2630.00,2688.27,14732757549.00,1487.81
